long_fundid,double_gainaby,double_riskaby,long_hitcount
39303314,50.0,50.0,Null
39302993,50.0,50.0,Null
39305565,50.0,50.0,Null
39305566,50.0,50.0,Null
39305562,50.0,50.0,Null
39305560,50.0,50.0,Null
39302987,50.0,50.0,Null
39303321,50.0,50.0,Null
39303323,50.0,50.0,Null
39303324,50.0,50.0,Null
39303325,50.0,50.0,Null
39305553,50.0,50.0,Null
39302979,50.0,50.0,Null
39302972,50.0,50.0,Null
39302970,50.0,50.0,Null
39303305,50.0,50.0,Null
39303306,50.0,50.0,Null
39302967,50.0,50.0,Null
39302965,50.0,50.0,Null
39302961,50.0,50.0,Null
39303300,50.0,50.0,Null
39303352,50.0,50.0,Null
39303340,50.0,50.0,Null
39303336,50.0,50.0,Null
39303335,50.0,50.0,Null
39303333,50.0,50.0,Null
39302286,50.0,50.0,Null
39303331,50.0,50.0,Null
39302287,50.0,50.0,Null
39303339,50.0,50.0,Null
39303338,50.0,50.0,Null
39303350,50.0,50.0,Null
39303351,50.0,50.0,Null
39303346,50.0,50.0,Null
39303345,50.0,50.0,Null
39303349,50.0,50.0,Null
39302912,50.0,50.0,Null
39302910,50.0,50.0,Null
39302263,50.0,50.0,Null
39302900,50.0,50.0,Null
39302901,50.0,50.0,Null
39305509,50.0,50.0,Null
39305500,50.0,50.0,Null
39305502,50.0,50.0,Null
39303382,50.0,50.0,Null
39302251,50.0,50.0,Null
39303383,50.0,50.0,Null
39306268,50.0,50.0,Null
39306282,50.0,50.0,Null
39302257,50.0,50.0,Null
39302256,50.0,50.0,Null
39302258,50.0,50.0,Null
39303387,50.0,50.0,Null
39303385,50.0,50.0,Null
39303386,50.0,50.0,Null
39303395,50.0,50.0,Null
39303393,50.0,50.0,Null
39302261,50.0,50.0,Null
39302221,50.0,50.0,Null
39302222,50.0,50.0,Null
39305524,50.0,50.0,Null
39305523,50.0,50.0,Null
39302951,50.0,50.0,Null
39302224,50.0,50.0,Null
39302229,50.0,50.0,Null
39302954,50.0,50.0,Null
39305527,50.0,50.0,Null
39305515,50.0,50.0,Null
39305514,50.0,50.0,Null
39302234,50.0,50.0,Null
39302948,50.0,50.0,Null
39305544,50.0,50.0,Null
39302930,50.0,50.0,Null
39305543,50.0,50.0,Null
39305542,50.0,50.0,Null
39302202,50.0,50.0,Null
39305546,50.0,50.0,Null
39302207,50.0,50.0,Null
39302206,50.0,50.0,Null
39305551,50.0,50.0,Null
39305530,50.0,50.0,Null
39305533,50.0,50.0,Null
39305532,50.0,50.0,Null
39305536,50.0,50.0,Null
39302211,50.0,50.0,Null
39305539,50.0,50.0,Null
39305538,50.0,50.0,Null
39302926,50.0,50.0,Null
39302929,50.0,50.0,Null
39305540,50.0,50.0,Null
39306001,50.0,50.0,Null
39306000,50.0,50.0,Null
39301198,50.0,50.0,Null
39301197,50.0,50.0,Null
39301892,50.0,50.0,Null
39301895,50.0,50.0,Null
39301898,50.0,50.0,Null
39301899,50.0,50.0,Null
39301877,50.0,50.0,Null
39301139,50.0,50.0,Null
39301867,50.0,50.0,Null
39301866,50.0,50.0,Null
39301141,50.0,50.0,Null
39301146,50.0,50.0,Null
39305398,50.0,50.0,Null
39305399,50.0,50.0,Null
39301849,50.0,50.0,Null
39301845,50.0,50.0,Null
39301844,50.0,50.0,Null
39301839,50.0,50.0,Null
39301152,50.0,50.0,Null
39301161,50.0,50.0,Null
39301167,50.0,50.0,Null
39301166,50.0,50.0,Null
39301165,50.0,50.0,Null
39305472,50.0,50.0,Null
39304341,50.0,50.0,Null
39305473,50.0,50.0,Null
39305466,50.0,50.0,Null
39305469,50.0,50.0,Null
39305463,50.0,50.0,Null
39305462,50.0,50.0,Null
39305460,50.0,50.0,Null
39305456,50.0,50.0,Null
39304320,50.0,50.0,Null
39305453,50.0,50.0,Null
39305454,50.0,50.0,Null
39305458,50.0,50.0,Null
39304326,50.0,50.0,Null
39305452,50.0,50.0,Null
39305447,50.0,50.0,Null
39304155,50.0,50.0,Null
39304148,50.0,50.0,Null
39305978,50.0,50.0,Null
39305972,50.0,50.0,Null
39305971,50.0,50.0,Null
39305977,50.0,50.0,Null
39305975,50.0,50.0,Null
39305980,50.0,50.0,Null
39305981,50.0,50.0,Null
39305984,50.0,50.0,Null
39305986,50.0,50.0,Null
39305985,50.0,50.0,Null
39305988,50.0,50.0,Null
39305990,50.0,50.0,Null
39305991,50.0,50.0,Null
39305959,50.0,50.0,Null
39305958,50.0,50.0,Null
39305956,50.0,50.0,Null
39305950,50.0,50.0,Null
39305968,50.0,50.0,Null
39305967,50.0,50.0,Null
39305969,50.0,50.0,Null
39305964,50.0,50.0,Null
39305963,50.0,50.0,Null
39305961,50.0,50.0,Null
39305064,50.0,50.0,Null
39305998,50.0,50.0,Null
39305999,50.0,50.0,Null
39305997,50.0,50.0,Null
39305995,50.0,50.0,Null
39301554,50.0,50.0,Null
39302664,50.0,50.0,Null
39301561,50.0,50.0,Null
39301574,50.0,50.0,Null
39301575,50.0,50.0,Null
39302650,50.0,50.0,Null
39302621,50.0,50.0,Null
39302623,50.0,50.0,Null
39302625,50.0,50.0,Null
39302632,50.0,50.0,Null
39302630,50.0,50.0,Null
39302603,50.0,50.0,Null
39302606,50.0,50.0,Null
39302605,50.0,50.0,Null
39301546,50.0,50.0,Null
39304871,50.0,50.0,Null
39302610,50.0,50.0,Null
39302615,50.0,50.0,Null
39302619,50.0,50.0,Null
39304042,50.0,50.0,Null
39304041,50.0,50.0,Null
39304040,50.0,50.0,Null
39304817,50.0,50.0,Null
39302699,50.0,50.0,Null
39302695,50.0,50.0,Null
39302681,50.0,50.0,Null
39302690,50.0,50.0,Null
39305906,50.0,50.0,Null
39305904,50.0,50.0,Null
39305903,50.0,50.0,Null
39303798,50.0,50.0,Null
39305944,50.0,50.0,Null
39305941,50.0,50.0,Null
39305947,50.0,50.0,Null
39305948,50.0,50.0,Null
39305939,50.0,50.0,Null
39305935,50.0,50.0,Null
39305137,50.0,50.0,Null
39305922,50.0,50.0,Null
39305925,50.0,50.0,Null
39305926,50.0,50.0,Null
39305923,50.0,50.0,Null
39305929,50.0,50.0,Null
39305927,50.0,50.0,Null
39305911,50.0,50.0,Null
39305913,50.0,50.0,Null
39305914,50.0,50.0,Null
39305915,50.0,50.0,Null
39305916,50.0,50.0,Null
39305917,50.0,50.0,Null
39305918,50.0,50.0,Null
39305919,50.0,50.0,Null
39303606,50.0,50.0,Null
39302521,50.0,50.0,Null
39302522,50.0,50.0,Null
39302524,50.0,50.0,Null
39302525,50.0,50.0,Null
39302536,50.0,50.0,Null
39301465,50.0,50.0,Null
39301438,50.0,50.0,Null
39301411,50.0,50.0,Null
39301429,50.0,50.0,Null
39302507,50.0,50.0,Null
39302505,50.0,50.0,Null
39302500,50.0,50.0,Null
39302518,50.0,50.0,Null
39302517,50.0,50.0,Null
39302515,50.0,50.0,Null
39302510,50.0,50.0,Null
39301406,50.0,50.0,Null
39302563,50.0,50.0,Null
39301488,50.0,50.0,Null
39302595,50.0,50.0,Null
39302582,50.0,50.0,Null
39303666,50.0,50.0,Null
39303651,50.0,50.0,Null
39305800,50.0,50.0,Null
39305801,50.0,50.0,Null
39303999,50.0,50.0,Null
39303979,50.0,50.0,Null
39303988,50.0,50.0,Null
39303969,50.0,50.0,Null
39303166,50.0,50.0,Null
39303168,50.0,50.0,Null
39303949,50.0,50.0,Null
39303155,50.0,50.0,Null
39280320,50.0,50.0,Null
39276648,50.0,50.0,Null
39276645,50.0,50.0,Null
39276641,50.0,50.0,Null
39280317,50.0,50.0,Null
39280312,50.0,50.0,Null
39280349,50.0,50.0,Null
39280334,50.0,50.0,Null
39277379,50.0,50.0,Null
39276615,50.0,50.0,Null
39277338,50.0,50.0,Null
39278016,50.0,50.0,Null
39277328,50.0,50.0,Null
39277320,50.0,50.0,Null
39277321,50.0,50.0,Null
39278006,50.0,50.0,Null
39278003,50.0,50.0,Null
39278827,50.0,50.0,Null
39278814,50.0,50.0,Null
39278803,50.0,50.0,Null
39278864,50.0,50.0,Null
39278837,50.0,50.0,Null
39278088,50.0,50.0,Null
39278894,50.0,50.0,Null
39276781,50.0,50.0,Null
39276786,50.0,50.0,Null
39280268,50.0,50.0,Null
39276775,50.0,50.0,Null
39276778,50.0,50.0,Null
39280242,50.0,50.0,Null
39278797,50.0,50.0,Null
39278794,50.0,50.0,Null
39276793,50.0,50.0,Null
39279529,50.0,50.0,Null
39276798,50.0,50.0,Null
39279596,50.0,50.0,Null
39279594,50.0,50.0,Null
39280282,50.0,50.0,Null
39279566,50.0,50.0,Null
39279568,50.0,50.0,Null
39277285,50.0,50.0,Null
39277298,50.0,50.0,Null
39277299,50.0,50.0,Null
39277269,50.0,50.0,Null
39277263,50.0,50.0,Null
39276711,50.0,50.0,Null
39277278,50.0,50.0,Null
39280226,50.0,50.0,Null
39276741,50.0,50.0,Null
39277244,50.0,50.0,Null
39280215,50.0,50.0,Null
39276734,50.0,50.0,Null
39276735,50.0,50.0,Null
39277225,50.0,50.0,Null
39277231,50.0,50.0,Null
39276755,50.0,50.0,Null
39290038,50.0,50.0,Null
39290036,50.0,50.0,Null
39290044,50.0,50.0,Null
39290041,50.0,50.0,Null
39290042,50.0,50.0,Null
39290066,50.0,50.0,Null
39288388,50.0,50.0,Null
39290070,50.0,50.0,Null
39290088,50.0,50.0,Null
39290089,50.0,50.0,Null
39290093,50.0,50.0,Null
39290091,50.0,50.0,Null
39290090,50.0,50.0,Null
39290095,50.0,50.0,Null
39290099,50.0,50.0,Null
39288357,50.0,50.0,Null
39288358,50.0,50.0,Null
39288350,50.0,50.0,Null
39287294,50.0,50.0,Null
39289514,50.0,50.0,Null
39289515,50.0,50.0,Null
39287291,50.0,50.0,Null
39287284,50.0,50.0,Null
39289503,50.0,50.0,Null
39287274,50.0,50.0,Null
39286096,50.0,50.0,Null
39287265,50.0,50.0,Null
39286979,50.0,50.0,Null
39289556,50.0,50.0,Null
39286974,50.0,50.0,Null
39286977,50.0,50.0,Null
39286976,50.0,50.0,Null
39286972,50.0,50.0,Null
39286082,50.0,50.0,Null
39305442,50.0,50.0,Null
39305443,50.0,50.0,Null
39305444,50.0,50.0,Null
39305445,50.0,50.0,Null
39305441,50.0,50.0,Null
39305437,50.0,50.0,Null
39305438,50.0,50.0,Null
39305435,50.0,50.0,Null
39303201,50.0,50.0,Null
39303204,50.0,50.0,Null
39303207,50.0,50.0,Null
39303209,50.0,50.0,Null
39305439,50.0,50.0,Null
39303216,50.0,50.0,Null
39303215,50.0,50.0,Null
39303212,50.0,50.0,Null
39303211,50.0,50.0,Null
39303210,50.0,50.0,Null
39302166,50.0,50.0,Null
39302185,50.0,50.0,Null
39303228,50.0,50.0,Null
39305499,50.0,50.0,Null
39305498,50.0,50.0,Null
39303227,50.0,50.0,Null
39302176,50.0,50.0,Null
39305493,50.0,50.0,Null
39305494,50.0,50.0,Null
39305495,50.0,50.0,Null
39305496,50.0,50.0,Null
39302195,50.0,50.0,Null
39305486,50.0,50.0,Null
39305489,50.0,50.0,Null
39303236,50.0,50.0,Null
39305488,50.0,50.0,Null
39303235,50.0,50.0,Null
39305484,50.0,50.0,Null
39305485,50.0,50.0,Null
39303252,50.0,50.0,Null
39302199,50.0,50.0,Null
39303245,50.0,50.0,Null
39302197,50.0,50.0,Null
39302198,50.0,50.0,Null
39305478,50.0,50.0,Null
39303247,50.0,50.0,Null
39305477,50.0,50.0,Null
39305475,50.0,50.0,Null
39303248,50.0,50.0,Null
39303258,50.0,50.0,Null
39302126,50.0,50.0,Null
39303253,50.0,50.0,Null
39306397,50.0,50.0,Null
39302128,50.0,50.0,Null
39303260,50.0,50.0,Null
39302138,50.0,50.0,Null
39303265,50.0,50.0,Null
39303278,50.0,50.0,Null
39302149,50.0,50.0,Null
39302148,50.0,50.0,Null
39303282,50.0,50.0,Null
39302152,50.0,50.0,Null
39303284,50.0,50.0,Null
39302156,50.0,50.0,Null
39303287,50.0,50.0,Null
39302155,50.0,50.0,Null
39303290,50.0,50.0,Null
39302161,50.0,50.0,Null
39305429,50.0,50.0,Null
39305428,50.0,50.0,Null
39305422,50.0,50.0,Null
39303298,50.0,50.0,Null
39305426,50.0,50.0,Null
39303297,50.0,50.0,Null
39305425,50.0,50.0,Null
39303299,50.0,50.0,Null
39305430,50.0,50.0,Null
39305419,50.0,50.0,Null
39305412,50.0,50.0,Null
39305413,50.0,50.0,Null
39305416,50.0,50.0,Null
39302107,50.0,50.0,Null
39305409,50.0,50.0,Null
39305408,50.0,50.0,Null
39305407,50.0,50.0,Null
39305406,50.0,50.0,Null
39305403,50.0,50.0,Null
39305402,50.0,50.0,Null
39305401,50.0,50.0,Null
39304353,50.0,50.0,Null
39304350,50.0,50.0,Null
39306584,50.0,50.0,Null
39306585,50.0,50.0,Null
39306582,50.0,50.0,Null
39306579,50.0,50.0,Null
39304191,50.0,50.0,Null
39304196,50.0,50.0,Null
39306572,50.0,50.0,Null
39306573,50.0,50.0,Null
39306574,50.0,50.0,Null
39306597,50.0,50.0,Null
39305700,50.0,50.0,Null
39305701,50.0,50.0,Null
39305708,50.0,50.0,Null
39306595,50.0,50.0,Null
39305703,50.0,50.0,Null
39306591,50.0,50.0,Null
39305706,50.0,50.0,Null
39306592,50.0,50.0,Null
39305705,50.0,50.0,Null
39306586,50.0,50.0,Null
39306112,50.0,50.0,Null
39301279,50.0,50.0,Null
39301241,50.0,50.0,Null
39301206,50.0,50.0,Null
39302796,50.0,50.0,Null
39301209,50.0,50.0,Null
39302798,50.0,50.0,Null
39302797,50.0,50.0,Null
39302799,50.0,50.0,Null
39306092,50.0,50.0,Null
39302070,50.0,50.0,Null
39302072,50.0,50.0,Null
39306097,50.0,50.0,Null
39302783,50.0,50.0,Null
39302781,50.0,50.0,Null
39302785,50.0,50.0,Null
39302790,50.0,50.0,Null
39302085,50.0,50.0,Null
39302084,50.0,50.0,Null
39301227,50.0,50.0,Null
39303574,50.0,50.0,Null
39301226,50.0,50.0,Null
39302779,50.0,50.0,Null
39303581,50.0,50.0,Null
39302053,50.0,50.0,Null
39302763,50.0,50.0,Null
39302058,50.0,50.0,Null
39303583,50.0,50.0,Null
39302055,50.0,50.0,Null
39303559,50.0,50.0,Null
39302759,50.0,50.0,Null
39303550,50.0,50.0,Null
39303560,50.0,50.0,Null
39303562,50.0,50.0,Null
39303563,50.0,50.0,Null
39303565,50.0,50.0,Null
39303566,50.0,50.0,Null
39303568,50.0,50.0,Null
39302738,50.0,50.0,Null
39302735,50.0,50.0,Null
39303537,50.0,50.0,Null
39302736,50.0,50.0,Null
39302730,50.0,50.0,Null
39302731,50.0,50.0,Null
39304217,50.0,50.0,Null
39303547,50.0,50.0,Null
39303548,50.0,50.0,Null
39302725,50.0,50.0,Null
39303544,50.0,50.0,Null
39303546,50.0,50.0,Null
39292341,50.0,50.0,Null
39292353,50.0,50.0,Null
39295656,50.0,50.0,Null
39293405,50.0,50.0,Null
39292361,50.0,50.0,Null
39295633,50.0,50.0,Null
39294506,50.0,50.0,Null
39295612,50.0,50.0,Null
39292390,50.0,50.0,Null
39295600,50.0,50.0,Null
39291422,50.0,50.0,Null
39291430,50.0,50.0,Null
39292292,50.0,50.0,Null
39292290,50.0,50.0,Null
39291470,50.0,50.0,Null
39291478,50.0,50.0,Null
39295577,50.0,50.0,Null
39291443,50.0,50.0,Null
39295589,50.0,50.0,Null
39295593,50.0,50.0,Null
39295594,50.0,50.0,Null
39294485,50.0,50.0,Null
39294482,50.0,50.0,Null
39294493,50.0,50.0,Null
39291488,50.0,50.0,Null
39291490,50.0,50.0,Null
39293382,50.0,50.0,Null
39295090,50.0,50.0,Null
39294404,50.0,50.0,Null
39294403,50.0,50.0,Null
39294402,50.0,50.0,Null
39293347,50.0,50.0,Null
39293328,50.0,50.0,Null
39293338,50.0,50.0,Null
39293332,50.0,50.0,Null
39293303,50.0,50.0,Null
39293307,50.0,50.0,Null
39295062,50.0,50.0,Null
39294468,50.0,50.0,Null
39294467,50.0,50.0,Null
39295068,50.0,50.0,Null
39294459,50.0,50.0,Null
39295073,50.0,50.0,Null
39294452,50.0,50.0,Null
39295007,50.0,50.0,Null
39295532,50.0,50.0,Null
39295009,50.0,50.0,Null
39292247,50.0,50.0,Null
39295024,50.0,50.0,Null
39292216,50.0,50.0,Null
39292224,50.0,50.0,Null
39295036,50.0,50.0,Null
39291517,50.0,50.0,Null
39291511,50.0,50.0,Null
39292274,50.0,50.0,Null
39291508,50.0,50.0,Null
39295513,50.0,50.0,Null
39295516,50.0,50.0,Null
39295509,50.0,50.0,Null
39295506,50.0,50.0,Null
39291700,50.0,50.0,Null
39292602,50.0,50.0,Null
39294745,50.0,50.0,Null
39294747,50.0,50.0,Null
39291713,50.0,50.0,Null
39291747,50.0,50.0,Null
39294707,50.0,50.0,Null
39294703,50.0,50.0,Null
39293212,50.0,50.0,Null
39295477,50.0,50.0,Null
39295441,50.0,50.0,Null
39293256,50.0,50.0,Null
39294753,50.0,50.0,Null
39294758,50.0,50.0,Null
39294759,50.0,50.0,Null
39294769,50.0,50.0,Null
39294766,50.0,50.0,Null
39295494,50.0,50.0,Null
39295491,50.0,50.0,Null
39293232,50.0,50.0,Null
39293234,50.0,50.0,Null
39294778,50.0,50.0,Null
39295481,50.0,50.0,Null
39295488,50.0,50.0,Null
39293223,50.0,50.0,Null
39293285,50.0,50.0,Null
39293297,50.0,50.0,Null
39293295,50.0,50.0,Null
39293267,50.0,50.0,Null
39292581,50.0,50.0,Null
39295439,50.0,50.0,Null
39295400,50.0,50.0,Null
39295418,50.0,50.0,Null
39292597,50.0,50.0,Null
39295414,50.0,50.0,Null
39292540,50.0,50.0,Null
39291650,50.0,50.0,Null
39292544,50.0,50.0,Null
39292532,50.0,50.0,Null
39292560,50.0,50.0,Null
39292559,50.0,50.0,Null
39292503,50.0,50.0,Null
39292504,50.0,50.0,Null
39291684,50.0,50.0,Null
39291622,50.0,50.0,Null
39291627,50.0,50.0,Null
39291950,50.0,50.0,Null
39291957,50.0,50.0,Null
39291954,50.0,50.0,Null
39292848,50.0,50.0,Null
39293901,50.0,50.0,Null
39293016,50.0,50.0,Null
39295279,50.0,50.0,Null
39293008,50.0,50.0,Null
39293005,50.0,50.0,Null
39295266,50.0,50.0,Null
39295267,50.0,50.0,Null
39293920,50.0,50.0,Null
39293922,50.0,50.0,Null
39293924,50.0,50.0,Null
39291909,50.0,50.0,Null
39293937,50.0,50.0,Null
39295241,50.0,50.0,Null
39295202,50.0,50.0,Null
39293895,50.0,50.0,Null
39293065,50.0,50.0,Null
39293891,50.0,50.0,Null
39293067,50.0,50.0,Null
39293830,50.0,50.0,Null
39306011,50.0,50.0,Null
39306010,50.0,50.0,Null
39302716,50.0,50.0,Null
39302715,50.0,50.0,Null
39306024,50.0,50.0,Null
39306023,50.0,50.0,Null
39306020,50.0,50.0,Null
39306018,50.0,50.0,Null
39306016,50.0,50.0,Null
39302706,50.0,50.0,Null
39306031,50.0,50.0,Null
39306030,50.0,50.0,Null
39306034,50.0,50.0,Null
39306033,50.0,50.0,Null
39306025,50.0,50.0,Null
39306040,50.0,50.0,Null
39306043,50.0,50.0,Null
39306046,50.0,50.0,Null
39306045,50.0,50.0,Null
39306036,50.0,50.0,Null
39306056,50.0,50.0,Null
39306050,50.0,50.0,Null
39305729,50.0,50.0,Null
39302029,50.0,50.0,Null
39305728,50.0,50.0,Null
39305724,50.0,50.0,Null
39305721,50.0,50.0,Null
39302028,50.0,50.0,Null
39306049,50.0,50.0,Null
39304276,50.0,50.0,Null
39306048,50.0,50.0,Null
39306065,50.0,50.0,Null
39306066,50.0,50.0,Null
39306060,50.0,50.0,Null
39305718,50.0,50.0,Null
39305714,50.0,50.0,Null
39305715,50.0,50.0,Null
39302033,50.0,50.0,Null
39305713,50.0,50.0,Null
39306059,50.0,50.0,Null
39304265,50.0,50.0,Null
39306074,50.0,50.0,Null
39306075,50.0,50.0,Null
39306072,50.0,50.0,Null
39306078,50.0,50.0,Null
39306076,50.0,50.0,Null
39305742,50.0,50.0,Null
39305740,50.0,50.0,Null
39305744,50.0,50.0,Null
39304292,50.0,50.0,Null
39304293,50.0,50.0,Null
39306085,50.0,50.0,Null
39306080,50.0,50.0,Null
39306081,50.0,50.0,Null
39305738,50.0,50.0,Null
39305730,50.0,50.0,Null
39305731,50.0,50.0,Null
39305732,50.0,50.0,Null
39305733,50.0,50.0,Null
39305734,50.0,50.0,Null
39305735,50.0,50.0,Null
39306654,50.0,50.0,Null
39306658,50.0,50.0,Null
39306656,50.0,50.0,Null
39306657,50.0,50.0,Null
39306641,50.0,50.0,Null
39306643,50.0,50.0,Null
39306644,50.0,50.0,Null
39306649,50.0,50.0,Null
39306639,50.0,50.0,Null
39306634,50.0,50.0,Null
39306631,50.0,50.0,Null
39306629,50.0,50.0,Null
39306627,50.0,50.0,Null
39306626,50.0,50.0,Null
39306624,50.0,50.0,Null
39306622,50.0,50.0,Null
39306621,50.0,50.0,Null
39306617,50.0,50.0,Null
39306616,50.0,50.0,Null
39306610,50.0,50.0,Null
39306613,50.0,50.0,Null
39306612,50.0,50.0,Null
39306615,50.0,50.0,Null
39306614,50.0,50.0,Null
39303408,50.0,50.0,Null
39303400,50.0,50.0,Null
39306602,50.0,50.0,Null
39306601,50.0,50.0,Null
39301372,50.0,50.0,Null
39301385,50.0,50.0,Null
39301367,50.0,50.0,Null
39301362,50.0,50.0,Null
39301342,50.0,50.0,Null
39302895,50.0,50.0,Null
39302891,50.0,50.0,Null
39302890,50.0,50.0,Null
39303466,50.0,50.0,Null
39302885,50.0,50.0,Null
39303468,50.0,50.0,Null
39301338,50.0,50.0,Null
39303470,50.0,50.0,Null
39301326,50.0,50.0,Null
39303483,50.0,50.0,Null
39301310,50.0,50.0,Null
39303485,50.0,50.0,Null
39301317,50.0,50.0,Null
39303494,50.0,50.0,Null
39302850,50.0,50.0,Null
39302852,50.0,50.0,Null
39301309,50.0,50.0,Null
39305699,50.0,50.0,Null
39302847,50.0,50.0,Null
39303429,50.0,50.0,Null
39303432,50.0,50.0,Null
39303436,50.0,50.0,Null
39303434,50.0,50.0,Null
39302876,50.0,50.0,Null
39302814,50.0,50.0,Null
39302813,50.0,50.0,Null
39305663,50.0,50.0,Null
39302807,50.0,50.0,Null
39302809,50.0,50.0,Null
39304119,50.0,50.0,Null
39304118,50.0,50.0,Null
39304935,50.0,50.0,Null
39306136,50.0,50.0,Null
39304178,50.0,50.0,Null
39303497,50.0,50.0,Null
39304175,50.0,50.0,Null
39304164,50.0,50.0,Null
39292497,50.0,50.0,Null
39293179,50.0,50.0,Null
39293199,50.0,50.0,Null
39293194,50.0,50.0,Null
39293997,50.0,50.0,Null
39295307,50.0,50.0,Null
39295305,50.0,50.0,Null
39295302,50.0,50.0,Null
39293987,50.0,50.0,Null
39292454,50.0,50.0,Null
39291555,50.0,50.0,Null
39292435,50.0,50.0,Null
39292407,50.0,50.0,Null
39291578,50.0,50.0,Null
39291965,50.0,50.0,Null
39294917,50.0,50.0,Null
39294925,50.0,50.0,Null
39294926,50.0,50.0,Null
39294933,50.0,50.0,Null
39294129,50.0,50.0,Null
39291980,50.0,50.0,Null
39294114,50.0,50.0,Null
39294117,50.0,50.0,Null
39292807,50.0,50.0,Null
39291923,50.0,50.0,Null
39294957,50.0,50.0,Null
39291939,50.0,50.0,Null
39291935,50.0,50.0,Null
39294173,50.0,50.0,Null
39292828,50.0,50.0,Null
39292826,50.0,50.0,Null
39292825,50.0,50.0,Null
39294968,50.0,50.0,Null
39292821,50.0,50.0,Null
39294167,50.0,50.0,Null
39294162,50.0,50.0,Null
39294978,50.0,50.0,Null
39292834,50.0,50.0,Null
39295339,50.0,50.0,Null
39295322,50.0,50.0,Null
39295352,50.0,50.0,Null
39293110,50.0,50.0,Null
39293111,50.0,50.0,Null
39293114,50.0,50.0,Null
39294650,50.0,50.0,Null
39295365,50.0,50.0,Null
39293102,50.0,50.0,Null
39293107,50.0,50.0,Null
39295399,50.0,50.0,Null
39294630,50.0,50.0,Null
39294634,50.0,50.0,Null
39293122,50.0,50.0,Null
39294641,50.0,50.0,Null
39293120,50.0,50.0,Null
39293976,50.0,50.0,Null
39293977,50.0,50.0,Null
39293942,50.0,50.0,Null
39293945,50.0,50.0,Null
39293940,50.0,50.0,Null
30882384,50.0,50.0,Null
30882383,50.0,50.0,Null
30882379,50.0,50.0,Null
30880158,50.0,50.0,Null
30880167,50.0,50.0,Null
30880177,50.0,50.0,Null
30880950,50.0,50.0,Null
30880957,50.0,50.0,Null
30880988,50.0,50.0,Null
30880975,50.0,50.0,Null
30880912,50.0,50.0,Null
30880200,50.0,50.0,Null
30880924,50.0,50.0,Null
30880227,50.0,50.0,Null
30880218,50.0,50.0,Null
30880212,50.0,50.0,Null
30880251,50.0,50.0,Null
30881713,50.0,50.0,Null
30880258,50.0,50.0,Null
30882449,50.0,50.0,Null
30882428,50.0,50.0,Null
30882255,50.0,50.0,Null
30882238,50.0,50.0,Null
30828252,50.0,50.0,Null
30882261,50.0,50.0,Null
30882260,50.0,50.0,Null
30882258,50.0,50.0,Null
30880077,50.0,50.0,Null
30880057,50.0,50.0,Null
30880080,50.0,50.0,Null
30880097,50.0,50.0,Null
30880100,50.0,50.0,Null
30881630,50.0,50.0,Null
30881605,50.0,50.0,Null
31000685,50.0,50.0,Null
30880134,50.0,50.0,Null
30880121,50.0,50.0,Null
30880119,50.0,50.0,Null
30880118,50.0,50.0,Null
31000629,50.0,50.0,Null
30881689,50.0,50.0,Null
30881667,50.0,50.0,Null
30882324,50.0,50.0,Null
30882598,50.0,50.0,Null
30880449,50.0,50.0,Null
30880435,50.0,50.0,Null
30880466,50.0,50.0,Null
30881509,50.0,50.0,Null
30880460,50.0,50.0,Null
30880402,50.0,50.0,Null
30881533,50.0,50.0,Null
30880405,50.0,50.0,Null
30882679,50.0,50.0,Null
30880404,50.0,50.0,Null
30880403,50.0,50.0,Null
31000174,50.0,50.0,Null
30882697,50.0,50.0,Null
30882657,50.0,50.0,Null
30881555,50.0,50.0,Null
30880422,50.0,50.0,Null
30880420,50.0,50.0,Null
30882673,50.0,50.0,Null
30880411,50.0,50.0,Null
30880410,50.0,50.0,Null
30881543,50.0,50.0,Null
31000149,50.0,50.0,Null
30881576,50.0,50.0,Null
30882653,50.0,50.0,Null
30881571,50.0,50.0,Null
30882647,50.0,50.0,Null
30882610,50.0,50.0,Null
31000994,50.0,50.0,Null
30881394,50.0,50.0,Null
30881396,50.0,50.0,Null
30881387,50.0,50.0,Null
31000919,50.0,50.0,Null
30882462,50.0,50.0,Null
30883560,50.0,50.0,Null
30883553,50.0,50.0,Null
30883548,50.0,50.0,Null
30883570,50.0,50.0,Null
30883576,50.0,50.0,Null
30880291,50.0,50.0,Null
30880370,50.0,50.0,Null
30880365,50.0,50.0,Null
30880344,50.0,50.0,Null
30880353,50.0,50.0,Null
30883007,50.0,50.0,Null
30883009,50.0,50.0,Null
30880315,50.0,50.0,Null
30880320,50.0,50.0,Null
30882552,50.0,50.0,Null
30883028,50.0,50.0,Null
30881414,50.0,50.0,Null
31000816,50.0,50.0,Null
30881467,50.0,50.0,Null
31000094,50.0,50.0,Null
32130724,50.0,50.0,Null
32132802,50.0,50.0,Null
32125509,50.0,50.0,Null
32130774,50.0,50.0,Null
32131826,50.0,50.0,Null
32133008,50.0,50.0,Null
32133007,50.0,50.0,Null
32133006,50.0,50.0,Null
39285937,50.0,50.0,Null
39285936,50.0,50.0,Null
39288869,50.0,50.0,Null
39290665,50.0,50.0,Null
39288856,50.0,50.0,Null
39285958,50.0,50.0,Null
39285957,50.0,50.0,Null
39288801,50.0,50.0,Null
39288802,50.0,50.0,Null
39289945,50.0,50.0,Null
39289946,50.0,50.0,Null
