long_fundid,double_gainaby,double_riskaby,long_hitcount
2010682,50.0,50.0,Null
2011364,50.0,50.0,Null
2011367,50.0,50.0,Null
2011373,50.0,50.0,Null
2011378,50.0,50.0,Null
2010675,50.0,50.0,Null
2010677,50.0,50.0,Null
2011325,50.0,50.0,Null
2010646,50.0,50.0,Null
2011328,50.0,50.0,Null
2011338,50.0,50.0,Null
2010633,50.0,50.0,Null
2010631,50.0,50.0,Null
2010662,50.0,50.0,Null
2011356,50.0,50.0,Null
2010606,50.0,50.0,Null
2014162,50.0,50.0,Null
2014166,50.0,50.0,Null
2014172,50.0,50.0,Null
2014174,50.0,50.0,Null
2010628,50.0,50.0,Null
2010609,50.0,50.0,Null
2010612,50.0,50.0,Null
2012918,50.0,50.0,Null
2012910,50.0,50.0,Null
2014123,50.0,50.0,Null
2014122,50.0,50.0,Null
2014124,50.0,50.0,Null
2014121,50.0,50.0,Null
2013493,50.0,50.0,Null
2013464,50.0,50.0,Null
2013478,50.0,50.0,Null
2011400,50.0,50.0,Null
2011409,50.0,50.0,Null
2011407,50.0,50.0,Null
2013457,50.0,50.0,Null
2011434,50.0,50.0,Null
2011435,50.0,50.0,Null
2013425,50.0,50.0,Null
2011422,50.0,50.0,Null
2010593,50.0,50.0,Null
2010592,50.0,50.0,Null
2012949,50.0,50.0,Null
2012933,50.0,50.0,Null
2004981,50.0,50.0,Null
2012098,50.0,50.0,Null
2004971,50.0,50.0,Null
2012094,50.0,50.0,Null
2011249,50.0,50.0,Null
2013613,50.0,50.0,Null
2004961,50.0,50.0,Null
2004964,50.0,50.0,Null
2004967,50.0,50.0,Null
2010798,50.0,50.0,Null
2010793,50.0,50.0,Null
2004955,50.0,50.0,Null
2004953,50.0,50.0,Null
2004956,50.0,50.0,Null
2011222,50.0,50.0,Null
2011228,50.0,50.0,Null
2010787,50.0,50.0,Null
2004949,50.0,50.0,Null
2004947,50.0,50.0,Null
2004944,50.0,50.0,Null
2004940,50.0,50.0,Null
2011235,50.0,50.0,Null
2011236,50.0,50.0,Null
2011230,50.0,50.0,Null
2012784,50.0,50.0,Null
2010776,50.0,50.0,Null
2004934,50.0,50.0,Null
2010762,50.0,50.0,Null
2011201,50.0,50.0,Null
2010761,50.0,50.0,Null
2011207,50.0,50.0,Null
2011209,50.0,50.0,Null
2012797,50.0,50.0,Null
2004923,50.0,50.0,Null
2011214,50.0,50.0,Null
2011212,50.0,50.0,Null
2011218,50.0,50.0,Null
2010757,50.0,50.0,Null
2011219,50.0,50.0,Null
2004912,50.0,50.0,Null
2004916,50.0,50.0,Null
2014293,50.0,50.0,Null
2010741,50.0,50.0,Null
2010728,50.0,50.0,Null
2010738,50.0,50.0,Null
2010733,50.0,50.0,Null
2010721,50.0,50.0,Null
2010724,50.0,50.0,Null
2014279,50.0,50.0,Null
2010709,50.0,50.0,Null
2010704,50.0,50.0,Null
2011282,50.0,50.0,Null
2011285,50.0,50.0,Null
2011290,50.0,50.0,Null
2004997,50.0,50.0,Null
2004999,50.0,50.0,Null
2004990,50.0,50.0,Null
2014220,50.0,50.0,Null
2014212,50.0,50.0,Null
2013594,50.0,50.0,Null
2014244,50.0,50.0,Null
2014240,50.0,50.0,Null
2012004,50.0,50.0,Null
2012006,50.0,50.0,Null
2012005,50.0,50.0,Null
2012018,50.0,50.0,Null
2012868,50.0,50.0,Null
2011313,50.0,50.0,Null
2013553,50.0,50.0,Null
2013559,50.0,50.0,Null
2012856,50.0,50.0,Null
2012855,50.0,50.0,Null
2012029,50.0,50.0,Null
2015569,50.0,50.0,Null
20302784,50.0,50.0,Null
20302756,50.0,50.0,Null
20302755,50.0,50.0,Null
20302883,50.0,50.0,Null
20302873,50.0,50.0,Null
20302856,50.0,50.0,Null
20302855,50.0,50.0,Null
20302720,50.0,50.0,Null
20302714,50.0,50.0,Null
20302845,50.0,50.0,Null
2014980,50.0,50.0,Null
20302839,50.0,50.0,Null
20302834,50.0,50.0,Null
2014960,50.0,50.0,Null
20302705,50.0,50.0,Null
20301230,50.0,50.0,Null
20301231,50.0,50.0,Null
20301233,50.0,50.0,Null
2014991,50.0,50.0,Null
2015618,50.0,50.0,Null
2016212,50.0,50.0,Null
2016213,50.0,50.0,Null
2016217,50.0,50.0,Null
20300662,50.0,50.0,Null
20301162,50.0,50.0,Null
2015602,50.0,50.0,Null
20300672,50.0,50.0,Null
2016220,50.0,50.0,Null
2016222,50.0,50.0,Null
2016221,50.0,50.0,Null
20301141,50.0,50.0,Null
20301142,50.0,50.0,Null
20301129,50.0,50.0,Null
20300648,50.0,50.0,Null
2015620,50.0,50.0,Null
20301133,50.0,50.0,Null
20300650,50.0,50.0,Null
20300614,50.0,50.0,Null
20300629,50.0,50.0,Null
20301192,50.0,50.0,Null
20301196,50.0,50.0,Null
20301180,50.0,50.0,Null
20301188,50.0,50.0,Null
20300600,50.0,50.0,Null
20300606,50.0,50.0,Null
20301178,50.0,50.0,Null
2016298,50.0,50.0,Null
2015687,50.0,50.0,Null
20300699,50.0,50.0,Null
2015640,50.0,50.0,Null
20300676,50.0,50.0,Null
20300691,50.0,50.0,Null
20300696,50.0,50.0,Null
20300688,50.0,50.0,Null
20303275,50.0,50.0,Null
20303278,50.0,50.0,Null
20302668,50.0,50.0,Null
20303281,50.0,50.0,Null
20302677,50.0,50.0,Null
20302670,50.0,50.0,Null
20302698,50.0,50.0,Null
20302623,50.0,50.0,Null
20302633,50.0,50.0,Null
20302630,50.0,50.0,Null
20302982,50.0,50.0,Null
20302635,50.0,50.0,Null
20302639,50.0,50.0,Null
20302641,50.0,50.0,Null
20302648,50.0,50.0,Null
20302651,50.0,50.0,Null
20302942,50.0,50.0,Null
20303203,50.0,50.0,Null
20303205,50.0,50.0,Null
20300703,50.0,50.0,Null
20303207,50.0,50.0,Null
20300704,50.0,50.0,Null
20303223,50.0,50.0,Null
20302601,50.0,50.0,Null
20303233,50.0,50.0,Null
20303230,50.0,50.0,Null
20303245,50.0,50.0,Null
20301102,50.0,50.0,Null
20303244,50.0,50.0,Null
20301100,50.0,50.0,Null
20302926,50.0,50.0,Null
20301108,50.0,50.0,Null
20301121,50.0,50.0,Null
20303264,50.0,50.0,Null
20301116,50.0,50.0,Null
20300755,50.0,50.0,Null
2015758,50.0,50.0,Null
20301023,50.0,50.0,Null
20301025,50.0,50.0,Null
2015743,50.0,50.0,Null
20300776,50.0,50.0,Null
2015734,50.0,50.0,Null
20301028,50.0,50.0,Null
20301030,50.0,50.0,Null
20300793,50.0,50.0,Null
20300791,50.0,50.0,Null
20300718,50.0,50.0,Null
2015714,50.0,50.0,Null
20300715,50.0,50.0,Null
20301069,50.0,50.0,Null
2015704,50.0,50.0,Null
20300720,50.0,50.0,Null
20301083,50.0,50.0,Null
20300746,50.0,50.0,Null
20300745,50.0,50.0,Null
20300751,50.0,50.0,Null
2016140,50.0,50.0,Null
20301093,50.0,50.0,Null
2016189,50.0,50.0,Null
20302593,50.0,50.0,Null
20302596,50.0,50.0,Null
20302591,50.0,50.0,Null
2015794,50.0,50.0,Null
2015796,50.0,50.0,Null
20302583,50.0,50.0,Null
20302580,50.0,50.0,Null
2015786,50.0,50.0,Null
2015773,50.0,50.0,Null
20305288,50.0,50.0,Null
20305289,50.0,50.0,Null
20305284,50.0,50.0,Null
20305277,50.0,50.0,Null
20305274,50.0,50.0,Null
20305267,50.0,50.0,Null
20305246,50.0,50.0,Null
20305239,50.0,50.0,Null
20305221,50.0,50.0,Null
20305220,50.0,50.0,Null
20305225,50.0,50.0,Null
20306339,50.0,50.0,Null
20306336,50.0,50.0,Null
20306314,50.0,50.0,Null
20310081,50.0,50.0,Null
20310082,50.0,50.0,Null
20306308,50.0,50.0,Null
20306301,50.0,50.0,Null
20306302,50.0,50.0,Null
20306305,50.0,50.0,Null
20306307,50.0,50.0,Null
20306306,50.0,50.0,Null
20310096,50.0,50.0,Null
20306374,50.0,50.0,Null
20306378,50.0,50.0,Null
20306367,50.0,50.0,Null
20306353,50.0,50.0,Null
20306345,50.0,50.0,Null
20310911,50.0,50.0,Null
20310915,50.0,50.0,Null
20310917,50.0,50.0,Null
20310916,50.0,50.0,Null
20310154,50.0,50.0,Null
20311665,50.0,50.0,Null
20310143,50.0,50.0,Null
20304271,50.0,50.0,Null
20311664,50.0,50.0,Null
20306386,50.0,50.0,Null
20310944,50.0,50.0,Null
20304269,50.0,50.0,Null
20306391,50.0,50.0,Null
20310195,50.0,50.0,Null
20310194,50.0,50.0,Null
20310960,50.0,50.0,Null
20310191,50.0,50.0,Null
20304294,50.0,50.0,Null
20310192,50.0,50.0,Null
20310965,50.0,50.0,Null
20311627,50.0,50.0,Null
20311631,50.0,50.0,Null
20311616,50.0,50.0,Null
20310974,50.0,50.0,Null
20310178,50.0,50.0,Null
20310170,50.0,50.0,Null
20310985,50.0,50.0,Null
20310983,50.0,50.0,Null
20310167,50.0,50.0,Null
20310103,50.0,50.0,Null
20310104,50.0,50.0,Null
20310108,50.0,50.0,Null
20304201,50.0,50.0,Null
20305296,50.0,50.0,Null
20305290,50.0,50.0,Null
20311694,50.0,50.0,Null
20304228,50.0,50.0,Null
20311690,50.0,50.0,Null
20311688,50.0,50.0,Null
20305385,50.0,50.0,Null
20305386,50.0,50.0,Null
20305387,50.0,50.0,Null
20305376,50.0,50.0,Null
20305396,50.0,50.0,Null
20305393,50.0,50.0,Null
20305329,50.0,50.0,Null
20306409,50.0,50.0,Null
20306415,50.0,50.0,Null
20306400,50.0,50.0,Null
20305350,50.0,50.0,Null
20305352,50.0,50.0,Null
20305300,50.0,50.0,Null
20306422,50.0,50.0,Null
20306423,50.0,50.0,Null
20310898,50.0,50.0,Null
20304999,50.0,50.0,Null
20305320,50.0,50.0,Null
20305324,50.0,50.0,Null
20310883,50.0,50.0,Null
20306442,50.0,50.0,Null
20306448,50.0,50.0,Null
20306447,50.0,50.0,Null
20305314,50.0,50.0,Null
2004385,50.0,50.0,Null
2001361,50.0,50.0,Null
2001360,50.0,50.0,Null
2004371,50.0,50.0,Null
2004265,50.0,50.0,Null
2004264,50.0,50.0,Null
2004373,50.0,50.0,Null
2001368,50.0,50.0,Null
2000233,50.0,50.0,Null
2000230,50.0,50.0,Null
2001365,50.0,50.0,Null
2002109,50.0,50.0,Null
2002107,50.0,50.0,Null
2001394,50.0,50.0,Null
2000261,50.0,50.0,Null
2003631,50.0,50.0,Null
19007413,50.0,50.0,Null
2004367,50.0,50.0,Null
2004363,50.0,50.0,Null
2004232,50.0,50.0,Null
2000263,50.0,50.0,Null
2000262,50.0,50.0,Null
2000265,50.0,50.0,Null
2000264,50.0,50.0,Null
19007407,50.0,50.0,Null
2000250,50.0,50.0,Null
2001383,50.0,50.0,Null
2004244,50.0,50.0,Null
2004356,50.0,50.0,Null
2003624,50.0,50.0,Null
2004357,50.0,50.0,Null
2003623,50.0,50.0,Null
19007401,50.0,50.0,Null
2004355,50.0,50.0,Null
2004240,50.0,50.0,Null
2000253,50.0,50.0,Null
2000257,50.0,50.0,Null
2003610,50.0,50.0,Null
2003613,50.0,50.0,Null
2002165,50.0,50.0,Null
2004290,50.0,50.0,Null
2003608,50.0,50.0,Null
2004278,50.0,50.0,Null
2002145,50.0,50.0,Null
2002143,50.0,50.0,Null
2000220,50.0,50.0,Null
2000223,50.0,50.0,Null
2004270,50.0,50.0,Null
2000228,50.0,50.0,Null
2000229,50.0,50.0,Null
2004273,50.0,50.0,Null
2002140,50.0,50.0,Null
2000212,50.0,50.0,Null
2004283,50.0,50.0,Null
2000218,50.0,50.0,Null
2004287,50.0,50.0,Null
2004284,50.0,50.0,Null
2004391,50.0,50.0,Null
17002673,50.0,50.0,Null
19007445,50.0,50.0,Null
2004677,50.0,50.0,Null
19007440,50.0,50.0,Null
20311561,50.0,50.0,Null
20304134,50.0,50.0,Null
20303930,50.0,50.0,Null
20304137,50.0,50.0,Null
20310018,50.0,50.0,Null
20310017,50.0,50.0,Null
20310016,50.0,50.0,Null
20310801,50.0,50.0,Null
20310020,50.0,50.0,Null
20303940,50.0,50.0,Null
20311554,50.0,50.0,Null
20304127,50.0,50.0,Null
20304120,50.0,50.0,Null
20304191,50.0,50.0,Null
20310051,50.0,50.0,Null
20310053,50.0,50.0,Null
20310042,50.0,50.0,Null
20310831,50.0,50.0,Null
20311517,50.0,50.0,Null
20310838,50.0,50.0,Null
20310071,50.0,50.0,Null
20304176,50.0,50.0,Null
20304179,50.0,50.0,Null
20311507,50.0,50.0,Null
20310845,50.0,50.0,Null
20310065,50.0,50.0,Null
20304168,50.0,50.0,Null
20303994,50.0,50.0,Null
20303988,50.0,50.0,Null
20311577,50.0,50.0,Null
20304108,50.0,50.0,Null
20303946,50.0,50.0,Null
20303964,50.0,50.0,Null
20303963,50.0,50.0,Null
20304106,50.0,50.0,Null
20311574,50.0,50.0,Null
20304100,50.0,50.0,Null
20303958,50.0,50.0,Null
20311567,50.0,50.0,Null
20303982,50.0,50.0,Null
20311594,50.0,50.0,Null
20311591,50.0,50.0,Null
20303986,50.0,50.0,Null
20311598,50.0,50.0,Null
20311595,50.0,50.0,Null
20311596,50.0,50.0,Null
20311589,50.0,50.0,Null
20308054,50.0,50.0,Null
20308052,50.0,50.0,Null
20308059,50.0,50.0,Null
20308056,50.0,50.0,Null
20305009,50.0,50.0,Null
20308051,50.0,50.0,Null
20308041,50.0,50.0,Null
20308048,50.0,50.0,Null
20308078,50.0,50.0,Null
20308077,50.0,50.0,Null
20308076,50.0,50.0,Null
20305901,50.0,50.0,Null
20308071,50.0,50.0,Null
20303792,50.0,50.0,Null
20308066,50.0,50.0,Null
20308065,50.0,50.0,Null
20303791,50.0,50.0,Null
20308060,50.0,50.0,Null
20304509,50.0,50.0,Null
20305931,50.0,50.0,Null
20305040,50.0,50.0,Null
20305928,50.0,50.0,Null
20305923,50.0,50.0,Null
20305034,50.0,50.0,Null
20308080,50.0,50.0,Null
20305953,50.0,50.0,Null
20305023,50.0,50.0,Null
20305012,50.0,50.0,Null
20308017,50.0,50.0,Null
20308015,50.0,50.0,Null
20308005,50.0,50.0,Null
20308006,50.0,50.0,Null
20308004,50.0,50.0,Null
20308002,50.0,50.0,Null
20308034,50.0,50.0,Null
20308036,50.0,50.0,Null
20308030,50.0,50.0,Null
20308032,50.0,50.0,Null
20308025,50.0,50.0,Null
20308023,50.0,50.0,Null
20308024,50.0,50.0,Null
20310395,50.0,50.0,Null
20310396,50.0,50.0,Null
20303806,50.0,50.0,Null
20303808,50.0,50.0,Null
20304480,50.0,50.0,Null
20310380,50.0,50.0,Null
20304481,50.0,50.0,Null
20303820,50.0,50.0,Null
20303812,50.0,50.0,Null
20310379,50.0,50.0,Null
20310372,50.0,50.0,Null
20310368,50.0,50.0,Null
20310367,50.0,50.0,Null
20310364,50.0,50.0,Null
20310361,50.0,50.0,Null
20311403,50.0,50.0,Null
20311404,50.0,50.0,Null
20311409,50.0,50.0,Null
20310345,50.0,50.0,Null
20310346,50.0,50.0,Null
20303849,50.0,50.0,Null
20303851,50.0,50.0,Null
20305076,50.0,50.0,Null
20310352,50.0,50.0,Null
20305860,50.0,50.0,Null
20311469,50.0,50.0,Null
20305083,50.0,50.0,Null
20311473,50.0,50.0,Null
20310342,50.0,50.0,Null
20305086,50.0,50.0,Null
20310344,50.0,50.0,Null
20303863,50.0,50.0,Null
20305088,50.0,50.0,Null
20310329,50.0,50.0,Null
20303826,50.0,50.0,Null
20311463,50.0,50.0,Null
20304478,50.0,50.0,Null
20304479,50.0,50.0,Null
20304475,50.0,50.0,Null
20303835,50.0,50.0,Null
20311454,50.0,50.0,Null
20305065,50.0,50.0,Null
20304467,50.0,50.0,Null
20305063,50.0,50.0,Null
20304460,50.0,50.0,Null
20310301,50.0,50.0,Null
20304406,50.0,50.0,Null
20303893,50.0,50.0,Null
20310310,50.0,50.0,Null
20303874,50.0,50.0,Null
20305097,50.0,50.0,Null
20304435,50.0,50.0,Null
20303875,50.0,50.0,Null
20303876,50.0,50.0,Null
20304424,50.0,50.0,Null
20304426,50.0,50.0,Null
20303880,50.0,50.0,Null
20303684,50.0,50.0,Null
20303669,50.0,50.0,Null
20305121,50.0,50.0,Null
20303697,50.0,50.0,Null
20305140,50.0,50.0,Null
20305145,50.0,50.0,Null
20305131,50.0,50.0,Null
20305132,50.0,50.0,Null
20305133,50.0,50.0,Null
20305162,50.0,50.0,Null
20305160,50.0,50.0,Null
20305154,50.0,50.0,Null
20310291,50.0,50.0,Null
20304386,50.0,50.0,Null
20310271,50.0,50.0,Null
20304376,50.0,50.0,Null
20311320,50.0,50.0,Null
20311317,50.0,50.0,Null
20311312,50.0,50.0,Null
20303700,50.0,50.0,Null
20311308,50.0,50.0,Null
20303706,50.0,50.0,Null
20311335,50.0,50.0,Null
20305179,50.0,50.0,Null
20303715,50.0,50.0,Null
20311324,50.0,50.0,Null
20304340,50.0,50.0,Null
20304341,50.0,50.0,Null
20305993,50.0,50.0,Null
20303720,50.0,50.0,Null
20305184,50.0,50.0,Null
20305183,50.0,50.0,Null
20303728,50.0,50.0,Null
20305983,50.0,50.0,Null
20311361,50.0,50.0,Null
20305980,50.0,50.0,Null
20311365,50.0,50.0,Null
20304318,50.0,50.0,Null
20310216,50.0,50.0,Null
20310217,50.0,50.0,Null
20310218,50.0,50.0,Null
20305977,50.0,50.0,Null
20311356,50.0,50.0,Null
20303747,50.0,50.0,Null
20311386,50.0,50.0,Null
20303754,50.0,50.0,Null
20303757,50.0,50.0,Null
20303756,50.0,50.0,Null
20304304,50.0,50.0,Null
20303761,50.0,50.0,Null
20303771,50.0,50.0,Null
20303784,50.0,50.0,Null
20303787,50.0,50.0,Null
20303788,50.0,50.0,Null
20303785,50.0,50.0,Null
20303780,50.0,50.0,Null
20305676,50.0,50.0,Null
20310531,50.0,50.0,Null
20304678,50.0,50.0,Null
20310526,50.0,50.0,Null
20304669,50.0,50.0,Null
20305651,50.0,50.0,Null
20305657,50.0,50.0,Null
20310540,50.0,50.0,Null
20305660,50.0,50.0,Null
20305636,50.0,50.0,Null
20305631,50.0,50.0,Null
20305628,50.0,50.0,Null
20305645,50.0,50.0,Null
20305646,50.0,50.0,Null
20305641,50.0,50.0,Null
20310569,50.0,50.0,Null
20304683,50.0,50.0,Null
20310583,50.0,50.0,Null
20305606,50.0,50.0,Null
20310590,50.0,50.0,Null
20304695,50.0,50.0,Null
20305624,50.0,50.0,Null
20310588,50.0,50.0,Null
20310589,50.0,50.0,Null
20306095,50.0,50.0,Null
20306084,50.0,50.0,Null
20306086,50.0,50.0,Null
20306070,50.0,50.0,Null
20306075,50.0,50.0,Null
20306077,50.0,50.0,Null
20306062,50.0,50.0,Null
20306061,50.0,50.0,Null
20306057,50.0,50.0,Null
20303577,50.0,50.0,Null
20303583,50.0,50.0,Null
20306040,50.0,50.0,Null
20303580,50.0,50.0,Null
17001086,50.0,50.0,Null
16026713,50.0,50.0,Null
16025243,50.0,50.0,Null
16025242,50.0,50.0,Null
16025238,50.0,50.0,Null
16026766,50.0,50.0,Null
16025232,50.0,50.0,Null
16025223,50.0,50.0,Null
16025215,50.0,50.0,Null
17000297,50.0,50.0,Null
17001013,50.0,50.0,Null
17001029,50.0,50.0,Null
17001028,50.0,50.0,Null
17000275,50.0,50.0,Null
17001032,50.0,50.0,Null
16027473,50.0,50.0,Null
2010811,50.0,50.0,Null
2004890,50.0,50.0,Null
2004892,50.0,50.0,Null
2004894,50.0,50.0,Null
2010806,50.0,50.0,Null
2010844,50.0,50.0,Null
2010846,50.0,50.0,Null
2014399,50.0,50.0,Null
2010838,50.0,50.0,Null
2010839,50.0,50.0,Null
2010862,50.0,50.0,Null
2010014,50.0,50.0,Null
2010861,50.0,50.0,Null
2011990,50.0,50.0,Null
2010010,50.0,50.0,Null
2010011,50.0,50.0,Null
2010868,50.0,50.0,Null
2010865,50.0,50.0,Null
2010025,50.0,50.0,Null
2010020,50.0,50.0,Null
2010859,50.0,50.0,Null
2010028,50.0,50.0,Null
2013246,50.0,50.0,Null
2012115,50.0,50.0,Null
2013243,50.0,50.0,Null
2013245,50.0,50.0,Null
2013256,50.0,50.0,Null
2010106,50.0,50.0,Null
2013229,50.0,50.0,Null
2014371,50.0,50.0,Null
2013231,50.0,50.0,Null
2014379,50.0,50.0,Null
2013232,50.0,50.0,Null
2013238,50.0,50.0,Null
2012105,50.0,50.0,Null
2014320,50.0,50.0,Null
2014318,50.0,50.0,Null
2014312,50.0,50.0,Null
2014340,50.0,50.0,Null
2014347,50.0,50.0,Null
2012178,50.0,50.0,Null
2014302,50.0,50.0,Null
2012189,50.0,50.0,Null
2013206,50.0,50.0,Null
2013205,50.0,50.0,Null
2013204,50.0,50.0,Null
2013218,50.0,50.0,Null
2013217,50.0,50.0,Null
2013219,50.0,50.0,Null
2013212,50.0,50.0,Null
2012139,50.0,50.0,Null
2012149,50.0,50.0,Null
2004903,50.0,50.0,Null
2010992,50.0,50.0,Null
2010996,50.0,50.0,Null
2011007,50.0,50.0,Null
2004781,50.0,50.0,Null
2004780,50.0,50.0,Null
2014930,50.0,50.0,Null
20303062,50.0,50.0,Null
20301662,50.0,50.0,Null
20300525,50.0,50.0,Null
20301656,50.0,50.0,Null
20301653,50.0,50.0,Null
20301644,50.0,50.0,Null
20303047,50.0,50.0,Null
20300550,50.0,50.0,Null
2014900,50.0,50.0,Null
20300541,50.0,50.0,Null
20300543,50.0,50.0,Null
20301669,50.0,50.0,Null
20300533,50.0,50.0,Null
2015292,50.0,50.0,Null
2015284,50.0,50.0,Null
2015287,50.0,50.0,Null
20302324,50.0,50.0,Null
20302309,50.0,50.0,Null
20302301,50.0,50.0,Null
20302302,50.0,50.0,Null
2015258,50.0,50.0,Null
2015257,50.0,50.0,Null
2015256,50.0,50.0,Null
20300187,50.0,50.0,Null
2015251,50.0,50.0,Null
2015249,50.0,50.0,Null
20300191,50.0,50.0,Null
20300199,50.0,50.0,Null
20300159,50.0,50.0,Null
20300167,50.0,50.0,Null
2015271,50.0,50.0,Null
20300169,50.0,50.0,Null
2015275,50.0,50.0,Null
2015261,50.0,50.0,Null
20300279,50.0,50.0,Null
20302282,50.0,50.0,Null
20300271,50.0,50.0,Null
20300269,50.0,50.0,Null
2015204,50.0,50.0,Null
2015219,50.0,50.0,Null
20300254,50.0,50.0,Null
2015229,50.0,50.0,Null
20302277,50.0,50.0,Null
2015231,50.0,50.0,Null
2015238,50.0,50.0,Null
20301763,50.0,50.0,Null
20300235,50.0,50.0,Null
20302241,50.0,50.0,Null
20301759,50.0,50.0,Null
20301757,50.0,50.0,Null
20302238,50.0,50.0,Null
20300224,50.0,50.0,Null
20302256,50.0,50.0,Null
20301751,50.0,50.0,Null
20300216,50.0,50.0,Null
20302226,50.0,50.0,Null
20302225,50.0,50.0,Null
20301735,50.0,50.0,Null
20301732,50.0,50.0,Null
20301725,50.0,50.0,Null
20301727,50.0,50.0,Null
20301796,50.0,50.0,Null
20301782,50.0,50.0,Null
20301768,50.0,50.0,Null
2014684,50.0,50.0,Null
2015393,50.0,50.0,Null
20300289,50.0,50.0,Null
2015389,50.0,50.0,Null
20300298,50.0,50.0,Null
2015384,50.0,50.0,Null
20300291,50.0,50.0,Null
2015361,50.0,50.0,Null
2015363,50.0,50.0,Null
20302144,50.0,50.0,Null
20302145,50.0,50.0,Null
2015340,50.0,50.0,Null
20301818,50.0,50.0,Null
20302152,50.0,50.0,Null
20302155,50.0,50.0,Null
2015353,50.0,50.0,Null
20302157,50.0,50.0,Null
20300358,50.0,50.0,Null
20301804,50.0,50.0,Null
2015356,50.0,50.0,Null
20301833,50.0,50.0,Null
20301834,50.0,50.0,Null
20302172,50.0,50.0,Null
20301830,50.0,50.0,Null
20302177,50.0,50.0,Null
20302178,50.0,50.0,Null
2015333,50.0,50.0,Null
2015334,50.0,50.0,Null
20301827,50.0,50.0,Null
20302101,50.0,50.0,Null
2015309,50.0,50.0,Null
20300320,50.0,50.0,Null
20301843,50.0,50.0,Null
20300315,50.0,50.0,Null
2015314,50.0,50.0,Null
20302127,50.0,50.0,Null
20302123,50.0,50.0,Null
20302120,50.0,50.0,Null
20300351,50.0,50.0,Null
20301879,50.0,50.0,Null
20302118,50.0,50.0,Null
20300344,50.0,50.0,Null
20302131,50.0,50.0,Null
20302130,50.0,50.0,Null
20301869,50.0,50.0,Null
20301886,50.0,50.0,Null
20301896,50.0,50.0,Null
20301895,50.0,50.0,Null
20302189,50.0,50.0,Null
20302198,50.0,50.0,Null
20302197,50.0,50.0,Null
20302196,50.0,50.0,Null
20302513,50.0,50.0,Null
20302515,50.0,50.0,Null
20301911,50.0,50.0,Null
202008898,50.0,50.0,Null
20302530,50.0,50.0,Null
2015492,50.0,50.0,Null
2015491,50.0,50.0,Null
20302526,50.0,50.0,Null
2015499,50.0,50.0,Null
20301908,50.0,50.0,Null
20302565,50.0,50.0,Null
20302574,50.0,50.0,Null
20302572,50.0,50.0,Null
20302578,50.0,50.0,Null
20302537,50.0,50.0,Null
20302550,50.0,50.0,Null
20302548,50.0,50.0,Null
20301486,50.0,50.0,Null
20301453,50.0,50.0,Null
20301455,50.0,50.0,Null
20301457,50.0,50.0,Null
20301460,50.0,50.0,Null
20300822,50.0,50.0,Null
20301430,50.0,50.0,Null
20300817,50.0,50.0,Null
20301437,50.0,50.0,Null
20301435,50.0,50.0,Null
20301443,50.0,50.0,Null
20301416,50.0,50.0,Null
20301423,50.0,50.0,Null
20300858,50.0,50.0,Null
20300854,50.0,50.0,Null
20300864,50.0,50.0,Null
2016042,50.0,50.0,Null
20300843,50.0,50.0,Null
20300846,50.0,50.0,Null
20300845,50.0,50.0,Null
20300037,50.0,50.0,Null
20301398,50.0,50.0,Null
20300016,50.0,50.0,Null
20300880,50.0,50.0,Null
20301387,50.0,50.0,Null
20301382,50.0,50.0,Null
20300009,50.0,50.0,Null
20300895,50.0,50.0,Null
20300893,50.0,50.0,Null
20300002,50.0,50.0,Null
20300001,50.0,50.0,Null
20301370,50.0,50.0,Null
20300888,50.0,50.0,Null
2015411,50.0,50.0,Null
2015415,50.0,50.0,Null
2015417,50.0,50.0,Null
20302498,50.0,50.0,Null
20302494,50.0,50.0,Null
2016098,50.0,50.0,Null
2015435,50.0,50.0,Null
20302469,50.0,50.0,Null
20301968,50.0,50.0,Null
2015433,50.0,50.0,Null
2015430,50.0,50.0,Null
2015426,50.0,50.0,Null
2015425,50.0,50.0,Null
2015422,50.0,50.0,Null
20301981,50.0,50.0,Null
2016058,50.0,50.0,Null
2015454,50.0,50.0,Null
20301947,50.0,50.0,Null
20301950,50.0,50.0,Null
2015443,50.0,50.0,Null
2015448,50.0,50.0,Null
20301928,50.0,50.0,Null
202009577,50.0,50.0,Null
2015477,50.0,50.0,Null
20301934,50.0,50.0,Null
20302401,50.0,50.0,Null
20302413,50.0,50.0,Null
20302407,50.0,50.0,Null
20302416,50.0,50.0,Null
20302427,50.0,50.0,Null
20302443,50.0,50.0,Null
20302438,50.0,50.0,Null
20302456,50.0,50.0,Null
20302447,50.0,50.0,Null
20301327,50.0,50.0,Null
20300044,50.0,50.0,Null
20301339,50.0,50.0,Null
20300058,50.0,50.0,Null
20300056,50.0,50.0,Null
20300053,50.0,50.0,Null
20300050,50.0,50.0,Null
20300051,50.0,50.0,Null
20300902,50.0,50.0,Null
20301350,50.0,50.0,Null
20300064,50.0,50.0,Null
20300065,50.0,50.0,Null
20300068,50.0,50.0,Null
20300061,50.0,50.0,Null
2016323,50.0,50.0,Null
20300914,50.0,50.0,Null
2016317,50.0,50.0,Null
20301303,50.0,50.0,Null
20301305,50.0,50.0,Null
20301307,50.0,50.0,Null
20300950,50.0,50.0,Null
20300937,50.0,50.0,Null
20300938,50.0,50.0,Null
20300954,50.0,50.0,Null
20301298,50.0,50.0,Null
